"course_code","course_title","department","credits","description"
"AAS 390","Critical Conversations about Birmingham's History","AAS-African American Studies Courses","3 Hours.","This service-learning course examines the social responsibility mission of African American Studies and how that mission will be revived through engagement between the African American Studies Program and the Birmingham Civil Rights Institute. Emphasis is placed on Birmingham's historical fight for social justice and the significant sites that are a part of this history. This course will combine course content with the requirement for service-learning hours. Students will learn insights into the history of prominent civil rights sites, spend service-learning hours in those locations, and acquire skills to become tour facilitators for those sites.Prerequisites:AAS 200[Min Grade: C]"
"AAS 400","Seminar in African American Studies","AAS-African American Studies Courses","3 Hours.","Specific topic in African American Studies."
"AAS 420","Public Health and Medical Issues in African Communities","AAS-African American Studies Courses","3 Hours.","This course introduces students to important health issues that face the African American community. The goals are to increase awareness and stimulate discussion about health problems facing African Americans, factors believed to cause, contribute or worsen these problems, and steps now taken to alleviate or eliminate these problems.Prerequisites:AAS 200[Min Grade: C]"
"AAS 442","Race, Crime, Gender and Social Policy","AAS-African American Studies Courses","3 Hours.","This class is an examination of crime and the policies of crime control within the context of race and gender. This class attempts to study crime and the policies of crime control within the context of race, class, and gender. We will address the following topics:(1) The role of inequality in participation of crime. Are persons in subordinate positions of power (racial & ethnic minorities, females & lower class) more likely to become involved in criminal behavior & why? (2) The manner in which race and gender independently affect interaction with the criminal justice system. How do persons in these groups interact with the criminal justice system as offenders, victims & professionals? (3) The manner in which crime policies have influenced interaction of these groups with the criminal justice system and alternatives to the present strategies."
"AAS 448","African American Poetry Tradition","AAS-African American Studies Courses","3 Hours.","Development of African American poetry from its early works to the present, including Wheatley, Dumbar, Hughes, Brooks, and Angelou.Prerequisites:EH 101[Min Grade: C] and (EH 102[Min Grade: C] orEH 107[Min Grade: C])"
"AAS 490","African American Studies Internship","AAS-African American Studies Courses","3 Hours.","This course offers students a supervised work experience, either paid or unpaid, at an agency or organization related to African American Studies. The internship is an essential opportunity for students to gain pre-professional work experience, applying theoretical knowledge in real-world settings while addressing issues important to the African American community. Students can earn up to 3 credits by completing 120 working hours in one semester or by registering for 1-2 credits (40-80 working hours) over multiple semesters, providing flexibility in meeting internship requirements."
"AAS 493","Capstone Seminar","AAS-African American Studies Courses","3 Hours.","Specific topics vary...The course will provide an opportunity for students to reflect upon and to use the knowledge, skills and dispositions developed in previous African American Studies coursework. This course orAAS 495required of all AAS majors.AAS 493is ideally taken in the final undergraduate semester. Preq: 9 hours  AAS coursework at the 400 level and permission of the Program Director. 3 hours."
"AAS 495","Individual Studies","AAS-African American Studies Courses","3 Hours.","Specific topics vary.  An individually designed course for semi-independent research or guided readings in areas and subjects that synthesize the African American Studies core areas. The course will provide an opportunity for students to reflect upon and use the knowledge, skills, and disposition developed in previous African American Studies coursework. This course orAAS 493required of all AAS majors.AAS 495is ideally taken in the final undergraduate semester. Consult Program Director for procedure to apply for this course."
"AAS 497","Honors Seminar","AAS-African American Studies Courses","3 Hours.","The African American Studies Departmental Honors Program requires completion of a two course sequence. This first course in the sequence provides students with an overview of the research process. Students are taught the basics of research, statistical analysis and techniques of making a formal presentation of research. Under the guidance of the Program Director and faculty mentor, students are required to develop an honors research project.Prerequisites:AAS 200[Min Grade: B] andAAS 325[Min Grade: B] andAAS 350[Min Grade: B]"
"AAS 498","Honors Project","AAS-African American Studies Courses","3 Hours.","Under the guidance of the faculty mentor, students complete the project and make a formal presentation of the research.Prerequisites:AAS 497[Min Grade: B]"
"AC 200","Financial Accounting Foundations","AC-Accounting Courses","3 Hours.","Ever wondered how businesses keep track of their money, assets, and expenses? Dive into ""Introductory Accounting"" and unravel the mysteries behind the numbers. This beginner­ friendly course is your first step into the dynamic world of accounting, designed especially for those who are new to the subject.Prerequisites:BUS 110[Min Grade: C]"
"AC 201","Introduction to Decision-Driven Accounting","AC-Accounting Courses","3 Hours.","Ever wondered how businesses make big decisions, like setting prices, choosing suppliers, or evaluating employees? Managerial accounting decisions often have significant business and ethical implications on investors, customers, employees, and other stakeholders. This course you will introduce you to techniques and tools for managing such decisions.Prerequisites:AC 200[Min Grade: C]"
"AC 264","Taxation and the Working Poor","AC-Accounting Courses","3 Hours.","Students will gain a basic understanding of how certain components of the U.S. federal tax system impact the working poor. The focus will be almost totally on the Earned Income Tax Credit that lifts millions of taxpayers over the poverty level each year. In addition, students will study common misperceptions of those living in poverty, some of the causes of poverty, and barriers to prosperity. The course will consist of readings and discussions and numerous guest speakers that deal with various pieces of poverty, homelessness, food insecurity, education, and other topics in the central Alabama (or statewide) area. Students will complete training in basic income tax return preparation, pass a certification exam, and volunteer at a VITA site preparing tax returns for low-income taxpayers that are eligible for the Earned Income Tax Credit. The course is open to both business and non-business majors and assumes no prior knowledge of accounting or tax. This is a service-learning course. This course meets Blazer Core City as a Classroom requirement with flags in High Impact: Service Learning and Civic Engagement."
"AC 265","Financial Oversight for Not-for-Profit Organizations","AC-Accounting Courses","3 Hours.","Students will explore the basics of financial oversight for nonprofit organizations (NPOs) with emphasis on the overall fiduciary duty of the Board of Directors to protect the assets of the NPO. Special emphasis will be placed on cash management. Students will consider the risks for fraud and embezzlement and the steps that can be taken to reduce those risks. Students will work as teams (mentored by a local financial professional) to assess the risk of loss due to weak policies and procedures. Students will identify those risks and make recommendations to mitigate them. This could have a significant impact on the organization, as many NPOs are the target for theft and/or fraud. This is a service-learning course and assumes no prior knowledge of NPOs or accounting/financial controls. It is open to both business and non-business majors."
"AC 300","Financial Accounting I","AC-Accounting Courses","3 Hours.","Gain essential financial accounting skills to support strategic business decisions. This course introduces the accounting process, double-entry accounting systems, and the preparation of financial statements. Students will analyze key balance sheet accounts and learn how financial data drives informed decision-making.Prerequisites:BUS 202[Min Grade: C]"
"AC 304","Accounting Information Systems","AC-Accounting Courses","3 Hours.","Develop skills that allow you to contextualize and apply concepts to understand how various systems and technologies come together to support a successful organization. Apply current technology to accounting information systems, investigating complex organizational operations, implementing effective security measures, reporting meaningful information to users, and designing accounting systems.Prerequisites:BUS 202[Min Grade: C]"
"AC 305","Professional Development in Accountancy","AC-Accounting Courses","1 Hour.","This course will introduce students to the accounting profession, the recruitment process for internships and entry-level positions in accounting; the traditions, expectations and ethical demands of the profession; and the availability of diverse career options."
"AC 309","Intermediate Accounting I","AC-Accounting Courses","3 Hours.","Gain a foundational understanding of accounting frameworks and revenue recognition principles. Learn to prepare and analyze detailed financial statements, including earnings, comprehensive income, and cash flows. Explore key concepts and standards governing complex business transactions involving cash, receivables, and inventory.Prerequisites:AC 300[Min Grade: B]"
"AC 310","Intermediate Accounting II","AC-Accounting Courses","3 Hours.","Examine the accounting and reporting standards for investments, long-term assets, liabilities, contingencies, and debt, including bonds and notes. Develop a deeper understanding of stockholders' equity and explore time value of money concepts in the context of financial accounting.Prerequisites:AC 309[Min Grade: C]"
"AC 364","Taxation and the Working Poor","AC-Accounting Courses","3 Hours.","Students will explore the objectives and consequences of the U.S. federal tax system in relation to the working poor. Topics covered will include the Earned Income Tax Credit, progressive and regressive taxes, and income redistribution as the result of tax provisions. In addition, students will study common mis-perceptions of those living in poverty. The course will consist of classroom instruction, tax preparation training, completion of a tax certification test, and volunteer tax preparation at a community-based site. This course is open to both business and non-business majors and assumes no prior knowledge of accounting or tax. The course is a service-learning course and will satisfy the experiential-learning requirement in the Collat School of Business."
"AC 401","Cost Strategies and Decision-Making","AC-Accounting Courses","3 Hours.","Utilize financial data for cost analysis, allocation, and budget-based decision-making. Explore various quantitative techniques designed to enhance managerial decision-making.Prerequisites:BUS 202[Min Grade: C]"
"AC 402","Income Taxation I","AC-Accounting Courses","3 Hours.","Relying on U.S. tax codes, regulations and laws, learners will define the types of income, deductions, exclusions, and losses essential to the preparation of income tax returns. This course includes strategies for effective tax planning and compliance. Successful students will design a framework for incorporating tax considerations into personal and business decisions.Prerequisites:AC 300[Min Grade: C]"
"AC 407","Seminar in Financial Accounting","AC-Accounting Courses","3 Hours.","This course provides an integrated understanding of the financial accounting and reporting issues for companies, not-for-profit organizations, and governments, with a particular emphasis on identifying issues, analyzing facts, evaluating the accounting literature, and determining the appropriate response.Prerequisites:AC 430[Min Grade: C] orAC 510[Min Grade: C]"
"AC 408","Advanced Topics in Taxation","AC-Accounting Courses","3 Hours.","This course provides an integrated understanding of the federal taxation of individuals, entities, and property transactions. A particular emphasis will be placed on identifying issues, analyzing facts, evaluating the accounting literature, and determining the appropriate response.Prerequisites:AC 402[Min Grade: C] orAC 502[Min Grade: C]"
"AC 409","Professional Standards for CPAs","AC-Accounting Courses","3 Hours.","This course provides an integrated understanding of the audit, attestation, review, compilation, and other standards followed by CPA firms during professional engagements for companies, not-for-profit organizations, and governments, with a particular emphasis on identifying issues, analyzing facts, evaluating the professional literature, and determining the appropriate response.Prerequisites:AC 423[Min Grade: C] orAC 523[Min Grade: C]"
"AC 413","Internal Audit Theory and Practice","AC-Accounting Courses","3 Hours.","Dive into the dynamic world of internal auditing, where you'll master the art of enhancing organizational operations, reporting and compliance through systematic evaluations. This course unveils the secrets of governance, risk management, and controls, while also exploring fraud risks and the diverse services offered by internal auditors.Prerequisites:AC 304[Min Grade: C]"
"AC 414","Governmental and Not-for-Profit Accounting","AC-Accounting Courses","3 Hours.","Learn the essential skills and unique aspects of accounting and financial reporting for state and local governments,colleges and universities, hospitals, and not-for-profit organizations. Gain insights into budgetary and fund accounting, and external financial reporting crucial for managing public funds and ensuring transparency.Prerequisites:AC 309[Min Grade: C]"
"AC 423","External Auditing","AC-Accounting Courses","3 Hours.","Explore the step-by-step procedures auditors follow to examine financial records and ensure financial integrity. Learners will gain an understanding of all phases of external auditing including preliminary engagement procedures, planning the audit, evaluation of ICFR, substantive audit procedures, and reporting.Prerequisites:AC 300[Min Grade: C](Can be taken Concurrently)"
"AC 430","Intermediate Accounting III","AC-Accounting Courses","3 Hours.","Examine advanced financial accounting topics, including long-term contracts, lease accounting, income taxes, and share-based compensation. Gain an overview of pension and post-retirement benefits accounting, and delve into the reporting requirements for earnings per share, accounting changes, and error corrections. Prepares students to navigate complex real-world financial reporting issues.Prerequisites:AC 310[Min Grade: C]"
"AC 452","Income Taxation II","AC-Accounting Courses","3 Hours.","Completion of fundamentals of taxation for individuals.  Basic concepts and laws applicable to partnerships and corporations.  Tax research techniques and tax planning concepts.Prerequisites:(AC 402[Min Grade: C])"
"AC 464","Accounting Internship","AC-Accounting Courses","3 Hours.","This course offers a unique opportunity for students to gain hands-on experience in the dynamic field of accounting, while building a professional network with industry experts and peers, enhancing both their technical skills and professional development. Internship experience enables students to better integrate academic knowledge with practical applications.Prerequisites:AC 300[Min Grade: B] andAC 304[Min Grade: C]"
"AC 472","Information Technology Auditing","AC-Accounting Courses","3 Hours.","Introduction to the practice of information technology auditing. An emphasis is placed on information technology auditing standards and methodology, as well as guidance on auditing general computer controls and application controls.Prerequisites:AC 304[Min Grade: C]"
"AC 473","Fraud Examination","AC-Accounting Courses","3 Hours.","Advanced forensic accounting concepts with a primary focus on occupational fraud and abuse--its origins, perpetration, prevention, and detection.Prerequisites:AC 304[Min Grade: C] andAC 300[Min Grade: C]"
"AC 480","Corporate Financial Reporting and Analysis","AC-Accounting Courses","3 Hours.","Business combinations, consolidated financial statements, multinational accounting, and partnerships.Prerequisites:AC 430[Min Grade: C] orAC 530[Min Grade: C]"
"AC 490","Advanced Topics in Accounting","AC-Accounting Courses","3 Hours.","Contemporary professional accounting issues.  Preq: Permission of instructor."
"AC 495","Data Analytics for Accounting","AC-Accounting Courses","3 Hours.","This course focuses on how data analytics is utilized across a variety of accounting disciplines. Students will learn the fundamentals of data analysis and interpretation of output. Students who complete this course will obtain an introductory framework regarding the various ways data analytics is utilized in the accounting profession.Prerequisites:(AC 300[Min Grade: C] andAC 304[Min Grade: C]) andAC 310[Min Grade: C] andAC 401[Min Grade: C] andAC 402[Min Grade: C] andAC 413[Min Grade: C]"
"AC 499","Directed Readings","AC-Accounting Courses","1-3 Hour.","Readings and independent study in selected areas."
"AFS 101","Heritage and Values","AFS-Aerospace Studies Courses","1 Hour.","A survey course serving as an introduction to the Air and Space Forces. The course focuses on information needed to be better informed about the role of the USAF and USSF. The course allows students to examine general aspects of the Department of the Air Force, leadership fundamentals, service benefits, and opportunities for officers. Students should also takeAFS 101Lab. Offered: Fall only. Class conducted at Samford University. Call Detachment for course schedule (205)726-2859."
"AFS 102","Heritage and Values II","AFS-Aerospace Studies Courses","1 Hour.","A survey course providing a historical perspective including lessons on war and US military, AF operations, principles of war, and airpower. This course provides students with a knowledge-level understanding for the employment of air and space power, from an institutional, doctrinal, and historical perspective. The students will be introduced to the military way of life and gain knowledge on what it means to be an Air or Space professional. Students should also takeAFS 102Lab. Offered: Spring only. Class conducted at Samford University. Call Detachment for course schedule (205)726-2859."
"AFS 1LAB","Air Force Learning Lab","AFS-Aerospace Studies Courses","0 Hours.",""
"AFS 201","Team and Leadership Fundamentals I","AFS-Aerospace Studies Courses","1 Hour.","A survey course analyzing leadership and followership traits in the context of a modern military force. The course provides details on leadership fundamentals and different leadership styles. Both verbal and written communication skills are taught along with problem solving techniques. Students should also takeAFS 201Lab. Offered: Fall only. Class conducted at Samford University. Call Detachment for course schedule (205)726-2859."
"AFS 202","Team and Leadership Fundamentals II","AFS-Aerospace Studies Courses","1 Hour.","A survey course designed to introduce the student to fundamental team dynamics and team building. Application of leadership perspectives in practical activities fostering skills like conflict management and ethical decision making. Group leadership problems designed to enhance interpersonal communications and decision making skills. Students should also takeAFS 202Lab. Offered: Spring only. Class conducted at Samford University. Call Detachment for course schedule (205)726-2859."
"AFS 300","Field Training","AFS-Aerospace Studies Courses","2 Hours.","Four-week training and evaluation course to select potential candidates for Professional Officer Course.  Rigorous physical training."
"AFS 301","Leading People and Effective Communication I","AFS-Aerospace Studies Courses","3 Hours.","Selected concepts, principles, and theories of Air Force leadership and management. Individual leadership skills and personal strengths and weaknesses as applied to an Air Force environment. Students should also takeAFS 301Lab. Departmental approval required to enroll in course. Offered: Fall only. Class conducted at Samford University. Call Detachment for course schedule (205)726-2859."
"AFS 302","Leading People and Effective Communication II","AFS-Aerospace Studies Courses","3 Hours.","Selected Air Force officer's duties and responsibilities as a subordinate leader. Responsibility and authority of an Air Force Officer. Application of listening, speaking, and writing skills in Air and Space Force-peculiar formats and situations with accuracy, clarity, and appropriate style. Air Force officer's responsibilities in personnel counseling and feedback process. Students should also takeAFS 302Lab. Departmental approval required to enroll in course. Offered: Spring only. Class conducted at Samford University. Call Detachment for course schedule (205)726-2859."
"AFS 401","National Security, Leadership Responsibilities and Commissioning Preparation I","AFS-Aerospace Studies Courses","3 Hours.","Basic elements of national security policy and process. Roles and missions of air power in implementing national security policy. Preparation for service in the United States Air and Space Forces. Students should also takeAFS 401Lab. Departmental approval required to enroll in course. Offered: Fall only. Class conducted at Samford University. Call Detachment for course schedule (205)726-2859."
"AFS 402","National Security, Leadership Responsibilities and Commissioning Preparation II","AFS-Aerospace Studies Courses","3 Hours.","Contemporary roles for the military in society and current issues affecting the military profession. Comparative analysis of civil and military justice systems. Preparation for service in the United States Air and Space Forces. Students should also takeAFS 402Lab. Departmental approval required to enroll in course. Offered: Spring only. Class conducted at Samford University. Call Detachment for course schedule (205)726-2859."
"ANTH 100","City as Culture","ANTH-Anthropology Courses","3 Hours.","City as Culture introduces students to multiple aspects of culture and cultural diversity in Birmingham and the UAB campus, drawing from the four subdisciplines of anthropology. The goal is to encourage students to experience and understand the City and campus as rich cultural spaces. Topics include food practices, identity and heritage, religion, language, art, consumption, gender and sexuality, transportation, parks and recreation, pollution and waste, and others. This course meets Blazer Core City in a Classroom requirement with a flag in Global/Multicultural."
"ANTH 101","Introducing Cultural Anthropology","ANTH-Anthropology Courses","3 Hours.","Introduction to human cultural diversity. Primary emphasis on similarities and differences of contemporary human cultures across the globe. Foundational theories and concepts related to cultural diversity in social organization, ecological/economic adaptation, and ideological domains. Global/local applications in areas of cultural relativism as applied to both the diversity of the world’s cultures and diversity of local subcultural or other groups within society. Applicative tools for real-world problems involving ethnocentrism, racism, sex/gender discrimination, faith-based differences, political division, and other domains of human diversity. This course meets Blazer Core Humans and their Societies with Flags in Wellness/Wellbeing, Global/Multicultural, and Collaborative Assignments."
"ANTH 102","Introduction to Biological Anthropology","ANTH-Anthropology Courses","3 Hours.","Scientific study of biological anthropology including evolutionary processes, primate evolution and behavior, the human fossil record, living human biocultural diversity.  This course meets Blazer Core Curriculum Scientific Inquiry with a flag in Global/Multicultural and Collaborative Assignments."
"ANTH 102L","Laboratory in Biological Anthropology","ANTH-Anthropology Courses","1 Hour.","Laboratory study of data, analytical techniques, and theories in biological anthropology. Evolutionary processes, Primate and human evolutionary biology, contemporary human biocultural diversity."
"ANTH 104","Introduction to Peace Studies","ANTH-Anthropology Courses","3 Hours.","An overview of concepts and practices related to conflict, social justice, and peace. Students are introduced to theories, terms, analytical skills and tools in terms of peace building and conflict transformation. This course meets Blazer Core Reasoning with Flags in Justice & Sustainability."
"ANTH 106","Introducing Archaeology","ANTH-Anthropology Courses","3 Hours.","Introduction to the study of the human past. Primary emphasis on similarities and differences of past human cultures across the globe. Modern archaeological methods and theory are highlighted, providing an overview of the diverse fields and sub-specialties of archaeological research. Case studies are employed to demonstrate how archaeologists use the archaeological record to make interpretations about past life. Emphasis on the importance of archaeology to our current world. This course meets Blazer Core History and Meaning with flags in Sustainability and Global Multicultural Perspectives."
"ANTH 120","Language and Culture","ANTH-Anthropology Courses","3 Hours.","Introduction to the relationship between language and culture. Primary emphasis on language as an expression of social organization and cultural values. Foundational theories and concepts related to the origin, structure, and diversity of human language. Local /global applications in areas of linguistic diversity as it relates to cultures and subcultures, as well as social identities such as ethnicity, sex/gender, nationality, regionality, and disability. Applicative tools for real world problems involving language biases, discourses, new media forms, and disinformation/propaganda. This course meets Blazer Core Humans & Their Society with flags in Justice and Global/Multicultural Perspectives."
"ANTH 200","Applied Anthropology","ANTH-Anthropology Courses","3 Hours.","Applied anthropology stresses the practical application of anthropological perspectives, theories, and methods to the real world needs of contemporary communities, organizations, and institutions.  Within this context, applied anthropology is viewed as a critically important fifth subfield of anthropology ideally suited to aid in the resolution of modern challenges. Topics addressed include global challenges related to public policy; the environment; sustainable development; health, poverty, social, racial, and gender inequality; social advocacy; and cultural tolerance."
"ANTH 202","Science Fiction and Anthropology","ANTH-Anthropology Courses","3 Hours.","Anthropological concepts in works of science fiction; the place of anthropology in contemporary science fiction literature, film, and television.  Topics include culture, language, archaeology and human evolution."
"ANTH 210","Monkeys and Apes","ANTH-Anthropology Courses","3 Hours.","Behavior and social organization of humans' closest living relatives.  Living primates and why they behave as they do."
"ANTH 211","Human Evolution","ANTH-Anthropology Courses","3 Hours.","Human organism's evolution as systemic whole.  Process of human evolutionary change as depicted in behavior and fossil record."
"ANTH 222","Ancient North America","ANTH-Anthropology Courses","3 Hours.","This course provides a survey of the archaeology and past Indigenous cultures of North America (north of Mexico), from the initial arrival of the first Americans to European contact. Students will be introduced to the rich diversity and history of past Native American cultures through a comparative archaeological approach that highlights differences in subsistence, settlement, ecology, social and political organization, material culture, and religion, among other topics."
"ANTH 226","Archaeological Field School","ANTH-Anthropology Courses","1-6 Hour.","Participation in all phases of excavation, laboratory study, and report preparation.  Off campus."
