"course_code","course_title","department","credits","description"
"HA 632","Quantitative Methods in Health Services Admin","AH-Health Administration","3 Hours.","Selected mathematical, statistical, and computer applications and statistical techniques applied to decision making in hospitals and health care organizations."
"HA 635","Human Resources Management in Health Services Administration","AH-Health Administration","3 Hours.","Human resources management issues, including strategic role of employee selection, appraisal, rewards, and development, applications to health care sector, labor relations, and unique aspects of labor law relevant to health care organizations."
"HA 636","High Performing Healthcare Organizations","AH-Health Administration","3 Hours.","This course is designed for future managers and leaders of hospitals and health systems and those who expect to have extensive involvement in them from the perspective of buyers, insurers, or policy makers. The course provides students with knowledge about how the best hospitals and health systems respond to their environment, and how they reach and implement decisions about future activities."
"HA 637","Leadership","AH-Health Administration","3 Hours.","Individual leadership talents in handling various organizational challenges, such as leading organization change, building strong culture, developing effective teams, resolving conflicts, implementing effective motivational systems, and nurturing a learning organization."
"HA 640","Information Systems and Management Science in Health Services Administration","AH-Health Administration","3 Hours.","Introductory course that provides basic vocabulary and principles of modern information architectures. Computer networking and communication technologies needed to support modern information infrastructures. Emphasis on management and use of information to support management decision making."
"HA 643","Long-Term Care Administration","AH-Health Administration","3 Hours.","Seminar analysis of effect of chronic conditions and aging on delivery of health services, nursing homes and alternatives, mental health facilities and agencies, and rehabilitation facilities and services. Field trips and individual research projects."
"HA 644","Seminar Issues in Ambulatory Care and Medical Group Management","AH-Health Administration","3 Hours.","This course provides an overview to the field of ambulatory care and physician practice management.  With the emphasis on outpatient care, these areasoffer tremendous career potential for graduate students.  Man aspects are similar between the acute care setting and the ambulatory care environment; however, this course will highlight areas that differ and how those differences impact doing business.  This course builds on many of the Masters-level introductory courses."
"HA 645","Health Economics","AH-Health Administration","3 Hours.","Economic analysis applied to health services sector; concept of efficiency applied to production and distribution of health services, health insurance, government programs, health care personnel, and health services organizations; current public policy issues; emphasis on student application of economic principles to health care issues."
"HA 650","Management and Leadership Skills for Clinical Professionals","AH-Health Administration","1-3 Hour.","Leadership concepts and management principles as employed by clinical professionals in health care organizations. Focus on effective approaches to communication, change and conflict management, performance and financial management, and cultural competence."
"HA 655","Seminar: Synthesis of Health Services Administration","AH-Health Administration","3-4 Hours.","Case method and problem-solving applications. Integration of materials presented during previous academic coursework. Course offered via Internet for Executive HA students. 2-3 hours each term of residency."
"HA 671","Health Care Marketing","AH-Health Administration","3 Hours.","Introductory survey of marketing concepts as applied to health services organizations. Consumer behavior, market segmentation, target marketing, marketing research, management, and control of marketing mix variables."
"HA 672","Health Care Entrepreneurship","AH-Health Administration","3 Hours.","This course provides a overview of the principle components of health care entrepreneurship, including business planning, raising funds, and the entrepreneurial activity and promoting innovation in existing healthcare organizations (intrapreneurial ventures)."
"HA 674","Health Care Innovation","AH-Health Administration","3 Hours.","Introduction to innovation management concepts, theories of idea generation, methods to select strategically innovative services, service delivery models, and project management concepts."
"HA 675","Health Administration Internship","AH-Health Administration","3 Hours.","Provides an experience for MSHA students to become more familiar with a health care organization or the deliver/administration of health care in a different country; provides an opportunity for students to apply and integrate knowledge and skills; interactions with health care managers and executives in a ""real world"" health care setting; enables students to explore and clarify their own career goals and to begin the process of professional development."
"HA 678","Special Topics in Health Administration","AH-Health Administration","1-4 Hour.","Exploration of current issues in Health Administration."
"HA 680","Health Administration Capstone","AH-Health Administration","2 Hours.","Helps facilitate the students' transition from the academic learning environment to the ""real world""."
"HA 690","Administrative Residency","AH-Health Administration","2-6 Hours.","Structured field experience providing mentoring relationship with preceptor, observation of management processes within health services organization, and application of administrative theory and techniques. 2-6 hours each term of residency."
"HA 695","Independent Study","AH-Health Administration","1-6 Hour.",""
"HA 697","Independent Study","AH-Health Administration","3 Hours.",""
"AHD 632","Quantitative Methods","AHD-Administration Health Services DSc","3 Hours.","Selected statistical methods and analytical tools for hypothesis testing and to inform evidence-based decision-making in hospitals and health care organizations, use of computer applications such as Excel and Stata for conducting analyses."
"AHD 705","Health Care Finance","AHD-Administration Health Services DSc","3 Hours.","Financial management functions, third-party reimbursement, determination of costs and charges, analysis of financial positions, working capital management, budgeting, capital expenditure analysis, and case studies."
"AHD 706","Strategic Management Theory and Research","AHD-Administration Health Services DSc","3 Hours.","This course enables students to become well-versed in the healthcare strategic management scholarly literature; and ultimately contribute to it.  Mastering the healthcare strategy literature requires different skills than those needed to manage an organization strategically.  Thus, this course focuses on the relevant literature and not on the process of strategic planning or management."
"AHD 707","Research Methods","AHD-Administration Health Services DSc","3 Hours.","This course introduces methods and issues relevant to research in the business disciplines and in health services.  The various business disciplines and the broad field of health services draw heavily from the social and behavioral sciences as the basis for much of their theoretical and empirical work.  This course will focus on issues that are relevant generally to social science research, with the goal of applying that information to research in health services."
"AHD 710","Comparative Health Systems","AHD-Administration Health Services DSc","3 Hours.","This course allows students to compare the U.S. health care delivery system with approaches used in other countries and to identify health system reform efforts occuring in selected global regions.  Empahsis will be placed on the role of the health system within slected forms of government and at various levels of economic development."
"AHD 711","Health Systems Leadership","AHD-Administration Health Services DSc","3 Hours.","Evidence based materials used to teach skills to develop an understanding of leadership theories and application through the use of fundamental leadership principles proven to be successful in the healthcare industry."
"AHD 714","Marketing Strategy and Research","AHD-Administration Health Services DSc","3 Hours.","This course will introduce the doctoral student to the study of marketing strategy through an examination of the literature in the field.  The course is intended to provide a broad background for understanding and conducting research in this area. As such, it will require students to draw on their knowledge of other functional and organizational topics as well as other social sciences (e.g., psychology, sociology, and economics) to better understand the subject of marketing strategy from an academic and organizational perspective."
"AHD 715","Research in Organization Theory","AHD-Administration Health Services DSc","3 Hours.","Course designed to develop the student's ability to use theory based research in health-care organizations.  This course will cover the major theoretical perspectives on organizations and will link these to contemporary empirical studies.  Special perspectives on organizations and will link these to contemporary empirical studies.  Special focus in placed on exploring the link between theory and research exhibited in this empirical work to enable students to develop the capability of using theory to guide their own research."
"AHD 716","Macro-Environmental Analysis","AHD-Administration Health Services DSc","3 Hours.","Macro-environmental analysis is strategic in nature and will focus on specific macro-environmental conditions or policies that may impact the delivery and financing of health care services and product.  Macro-environmental analysis is traditionally the first step in the development of a strategic plan; sometiems referred to as external market analysis or political, economic, social, and technological (PEST) analysis."
"AHD 718","Strategic Implementation and Evaluation","AHD-Administration Health Services DSc","3 Hours.","Examination of types of evaluations and evaluation designs, emphasis on application of evaluations in organizations; development of indicators; impact measurement."
"AHD 722","Regression Analysis","AHD-Administration Health Services DSc","3 Hours.","Various approaches to regression analysis, including ordinary least squares and probability models, such as logit and probit."
"AHD 727","Applied Multivariate Statistics for Health Administration Research","AHD-Administration Health Services DSc","3 Hours.","This is a survey course on the application of multivariate techniques in health care management research.  The course focuses on application of multivariate statistical methods to health administration research questions, with emphasis on interpretation within real health care management problems."
"AHD 730","Health Econ & Insurance","AHD-Administration Health Services DSc","3 Hours.","Development of economic principles and describes system of health care financing and delivery in the United States, providing a basis for analyzing health management and policy options."
"AHD 731","Health Policy","AHD-Administration Health Services DSc","3 Hours.","Exploration of the health policy-making process in the U.S., the impact of policy decisions (or lack of decisions) on key stakeholders, and needed research and policy approaches to these issues."
"AHD 735","Healthcare Quality Improvement","AHD-Administration Health Services DSc","3 Hours.","Policy issues and managerial methods related to quality and safety in healthcare organizations.  Role of senior executives, board members, physician leaders in quality improvement and in creating a quality-focused organizational culture.  Public and private sector approaches to quality measurement and improvement."
"AHD 775","Strategic Planning and Mgt","AHD-Administration Health Services DSc","3 Hours.","Assessment of strategic management literature applied to health services organizations, exploration of strategy formulation, strategic content, and implementation and evaluation of topics for health care organizations."
"AHD 778","Special Topics in Administration - Health Services","AHD-Administration Health Services DSc","1-4 Hour.","Exploration of current issues in Health Services Administration."
"AHD 780","Strategic Information Systems","AHD-Administration Health Services DSc","3 Hours.","Examination of current research on role of information systems in strategic management and sources available to health care organizations for strategic decision support."
"AHD 798","Non-Dissertation Research","AHD-Administration Health Services DSc","1-6 Hour.","Mentored research to design a study addressing a significant healthcare delivery problem."
"AHD 799","Dissertation Research","AHD-Administration Health Services DSc","1-6 Hour.","Mentored research to conduct a study addressing a significant healthcare delivery problem.Prerequisites:GAC Z"
"ANSC 601","Human Gross Anatomy","ANSC-Anatomical Science","4 Hours.","Course provides a comprehensive survey of the gross anatomy of the human along with functional and applied anatomy as it relates to common clinical findings."
"ANSC 601L","Human Gross Anatomy Lab","ANSC-Anatomical Science","1 Hour.","Lab component of Human Gross Anatomy."
"ANSC 602","Gross Anatomy Supplement","ANSC-Anatomical Science","1 Hour.","This course provides students with a step-by-step guide to beginning an education-based research project. Students will create their own anatomy education research project following the topics in the course. Topics include: ethics of research, IRB documents, writing a research question and hypothesis, designing a survey, identifying a sample population, reviewing existing literature, appropriate use of statistical tests, and more."
"ANSC 618","Histology of Mammalian Organ Systems","ANSC-Anatomical Science","3 Hours.","This course will cover the specialized cell biology and microscopic anatomy for each of teh mammalian organ systems, as well as consider current research with regards to each system. The objective is to understand how cells organize into tissues and organ systems and how these systems function in the body, as well as appreciate the microscopic appearance of cells, tissues and organs."
"ANSC 655","Neuroscience","ANSC-Anatomical Science","3 Hours.","Have you every wanted to know where the amygdala sits in the brain, or how the brainstem connects to the thalamus and basal ganglia? Would you like to know about processing in the spinal cord, and how this information is sent to and from the cortex? This course will show you how to find any structure in the nervous system, and how these regions interact to control body movements, give rise to sensory perception, generate emotions and experiences, make decisions, and create personality. Each week will use interactive didactic sessions, anatomical drawing exercises, real brain lab experiences, radiographic imaging, and small group medical case discussions, to break down the brain into manageable components, to see how its outer coverings, blood supply, gray and white matter are structurally and functionally organized to make you who you are. This course may be beneficial for students considering careers in the medical, dental or optometry fields, along with those wanting to pursue graduate research in neuroscience. Students without a general neuroscience background may consider takingNBL 230orPY 253(recommended but not required)."
"ANSC 656","Human Embryology","ANSC-Anatomical Science","2 Hours.","This course uses didactic lectures, lab exercises and student presentations to help students gain an understanding of the major events in human development from gastrulation to birth. Individual units focus on the developmental processes of specific organ systems. the course uses an anatomical focus to describe the morphological characteristics of the developing embryo/fetus. The biochemical and molecular biology of development are only briefly discussed. morphology and anatomy are also related to clinical presentation of birth defects. Offered summer terms."
"ANSC 657","Medical Imaging","ANSC-Anatomical Science","1 Hour.","Students will learn to obtain and interpret ultrasound images by practicing techniques on classmates and reading existing ultrasound images. Other radiograph images (X-ray, MRI) will also be used to help students understand planar anatomy and its relationship to 3D anatomy. Students will learn the basics of the technology behind the different medical techniques to provide a fuller understanding of image interpretation."
"ANSC 695","Teaching Practicum","ANSC-Anatomical Science","3 Hours.","Students will act as supplemental instructors in a variety of anatomy lab courses, complete their own (or in teams) whole-body prosection, and prepare and present 2-3 hours of new lecture content for anatomy."
"ANSC 696","Research Project","ANSC-Anatomical Science","1-6 Hour.","Students will develop an original research project primarily in medical education, but other research areas such as clinical anatomy, histology, etc. can be pursued. Students will be evaluated on their ability to formulate an anatomically relevant research question, review the existing literature, and communicate their findings via a poster or oral presentation to department. (Spring and Summer, on campus)."
"ANSC 697","Special Topics: Anatomy","ANSC-Anatomical Science","2 Hours.","Students will read and discuss current literature in anatomy education."
"ANTH 504","Foundations in Anthropological Theory","ANTH-Anthropology","3 Hours.","This course provides an overview of the discipline and theories of anthropology, taking into consideration perspectives from the classic four anthropological sub-disciplines. Concepts and theory are covered in cultural anthropology, linguistic anthropology, biological anthropology, and archaeology."
"ANTH 505","Anthropology of Peace & Human Rights","ANTH-Anthropology","3 Hours.","This is a companion course toANTH 504, designed for first-year Masters students. Both courses explore the central themes of the MA program, including peace systems, human rights, social justice, and global ecological and sociopolitical interdependence. In the second semester, inANTH 505, the central themes of the anthropology of peace and human rights are explored through a critical examination of comparative and theoretical literature."
"ANTH 508","Conflict Resolution in Cross-Cultural Perspective","ANTH-Anthropology","3 Hours.","This course explores conflict and conflict management from an anthropological perspective. It includes ethnographic examples from around the globe. Do all societies engage in war? How are conflicts handled in other cultures? The course will challenge a Western view that humans are naturally violent and warlike and consider some interesting anthropological controversies. Specific topics considered include conflict models, origins of war, conflict resolution, socialization of conflict styles, third party mediation, and ways to reduce violence and prevent war."
"ANTH 509","Methods in Peace & Human Rights Research & Practice","ANTH-Anthropology","3 Hours.","The study of peace, justice, ecology, and human rights draws on a diverse methodological tool-kit and comprehensive skill-sets. This course introduces students to some of these methods such as using online databases, conducting interviews, text analysis, meta-analyses and literature reviews, participant observation, behavior observation, and content analysis. Concrete examples of research methods and practice reveal the interconnectedness of basic and applied research as well as theory and practice."
"ANTH 512","Peaceful Societies and Peace Systems","ANTH-Anthropology","3 Hours.","This course explores peaceful societies, some of which are internally peaceful and some of which do not make war, as well as peace systems, that is, clusters of neighboring societies that do not make war on each other and possibly not with any outside groups either. The main questions addressed in the course are: How do peaceful societies and peace systems manage to successfully keep the peace? What lessons do peaceful societies and peace systems hold for creating a less violent and warless world?."
"ANTH 513","Peace & Environmental Sustainability","ANTH-Anthropology","3 Hours.","By highlighting that ecology sets the stage for the social and economic domains, this course traces our interdependence with nature and makes the case that sustaining the natural conditions that are essential for the functioning of the ecosystem on which our lives depends equals sustaining peace. The course takes a positive peace perspective on environmental sustainability goals and methods to achieve them."
"ANTH 514","Prehistory of War and Peace in North America","ANTH-Anthropology","3 Hours.","This course explores the origins, development, and consequences of conflict and warfare among the prehistoric and early historic Indigenous cultures of North America, as well as the complimentary processes of cooperation and peace-making. Archaeological, biological, and ethnohistorical sources are utilized to understand the ways in which war and peace were carried out among a wide variety of Native American cultures from the earliest evidence of human occupation to European contact and beyond. Both Indigenous and European practices of war and peace are considered."
"ANTH 515","Peace through Global Governance","ANTH-Anthropology","3 Hours.","Global governance represents a new dimension in social organization. Anthropology has much to contribute to understanding it. Global governance has the potential to promote social progress and human development, the protection of human rights, peace, and human security. The course examines security—-military, collective, and human security—-and the evolution of international identity, norms, values, and laws and their contributions to the development of global civil society."
"ANTH 516","War & Peace in Ancient Mesopotamia","ANTH-Anthropology","3 Hours.","“War & Peace in Ancient Mesopotamia” (ca. 10,000 - 323 BCE) begins with an introduction to the advent of farming, urban life, various crafts, writing, and other innovations in the region of the ""Two Rivers,"" namely the Tigris and Euphrates' flood plain. It proceeds with the rise and fall of early state complex societies and empires in the Bronze and Iron Ages, and terminates in the Persian period. Although providing much focus on diverse issues dealing with war, alliances, diplomacy, treaties, and peace, this course also integrates a comprehensive background context and overview of other aspects of past societies in this region, including history, archaeology, language, literature, religion, architecture, art, material culture, and trade."
